Name,Call_Start,Call_End,Call_Phone_No
Stacy Melendez,2012-05-11 14:48:12,2012-05-11 15:07:31,574-321-2300x7728
Michelle Davis,2012-05-03 11:40:48,2012-05-03 11:57:23,1-791-671-9669x40773
Regina Flores,2012-05-10 00:55:03,2012-05-10 01:13:53,347.864.5457
Kristin Morales,2012-05-01 01:57:12,2012-05-01 02:10:09,(250)162-0459
William Bennett,2012-05-25 20:38:42,2012-05-25 20:51:24,024.748.9518
Nicole Harmon,2012-05-12 13:47:51,2012-05-12 13:55:30,517-910-8074x593
Brian Scott,2012-05-12 04:58:25,2012-05-12 05:13:37,05639256127
Melody Stevens,2012-05-17 22:48:48,2012-05-17 22:51:34,(803)538-8647x91570
Shelly Thompson,2012-05-01 20:56:47,2012-05-01 21:12:30,537.661.1472
Jose Callahan,2012-05-29 19:12:50,2012-05-29 19:32:17,437.631.8197x6392
Juan Morris,2012-05-19 01:21:40,2012-05-19 01:23:50,(573)704-2308x5965
Dominique Moody,2012-05-22 22:10:33,2012-05-22 22:12:43,295-395-7690x13688
Mary Frank,2012-05-12 19:59:06,2012-05-12 20:03:30,(327)315-1856
Lori Murphy,2012-05-27 18:32:10,2012-05-27 18:44:47,583-945-8553x928
Ryan Smith,2012-05-04 16:46:14,2012-05-04 16:53:35,679.131.0530x367
Marissa Levy,2012-05-01 19:06:19,2012-05-01 19:19:24,556.358.9663
Donald Wilson,2012-05-31 06:04:34,2012-05-31 06:15:10,1-099-057-9043
Larry Sampson,2012-05-01 05:46:04,2012-05-01 06:04:29,(840)984-8568
Malik Anderson,2012-05-23 22:57:12,2012-05-23 23:14:26,044-810-9797x347
Catherine Graves,2012-05-24 21:53:56,2012-05-24 22:03:59,571.283.2979x718
Emily Thompson,2012-05-27 18:01:16,2012-05-27 18:03:46,+19(8)5194460011
Adrian Kim,2012-05-11 15:42:19,2012-05-11 15:55:51,03289960430
Jason Johnson,2012-05-26 03:40:55,2012-05-26 03:43:07,506-822-1819
Andrea Nguyen,2012-05-19 16:49:09,2012-05-19 17:02:25,132-603-0032x8630
Terry Jones,2012-05-18 10:08:02,2012-05-18 10:11:50,000-292-2149x0573
Johnny Hicks,2012-05-10 13:24:20,2012-05-10 13:27:17,784-753-6036x1052
Robin Yates,2012-05-14 04:55:59,2012-05-14 05:07:12,236.474.7188x082
Christine Ruiz,2012-05-20 23:41:26,2012-05-20 23:44:59,801.518.7234
Matthew Miller,2012-05-23 09:06:15,2012-05-23 09:08:39,1-228-850-3212x03055
Alexander Griffin,2012-05-20 07:46:22,2012-05-20 07:52:37,01544777794
Chase Clark,2012-05-09 11:40:14,2012-05-09 11:52:21,140.373.0056x0436
Alexander Gonzalez,2012-05-31 11:04:12,2012-05-31 11:20:05,416-545-9479
Alexis Stevens,2012-05-21 05:06:32,2012-05-21 05:09:52,108-466-5110
Matthew Martinez,2012-05-20 11:48:48,2012-05-20 11:55:00,(282)383-8932x25573
Kara Hopkins,2012-05-01 15:59:15,2012-05-01 16:17:17,157-352-4061x3850
Timothy Blankenship,2012-05-04 11:33:38,2012-05-04 11:39:58,814-550-2999x1540
Justin Adkins,2012-05-01 13:33:09,2012-05-01 13:52:48,1-528-665-1072x4107
Sara Perez,2012-05-30 09:32:37,2012-05-30 09:32:55,1-788-481-9276
David Williams,2012-05-29 07:51:21,2012-05-29 07:59:38,1-164-582-7658x71477
Austin Barton,2012-05-24 12:16:30,2012-05-24 12:33:28,264.398.6061
Adrian Nelson,2012-05-31 03:04:16,2012-05-31 03:05:30,(906)158-6623x604
Tracy Pineda,2012-05-23 00:59:57,2012-05-23 01:05:05,(461)566-7456
Katherine Dickson,2012-05-28 04:03:03,2012-05-28 04:10:18,08240744652
Luis Wilson,2012-05-31 11:46:11,2012-05-31 11:48:40,292-771-7706
Marcus Peterson,2012-05-22 21:32:14,2012-05-22 21:50:03,1-700-119-2811
Theresa Buchanan,2012-05-06 18:04:00,2012-05-06 18:08:34,421.060.6234x49370
Tina House,2012-05-01 01:03:50,2012-05-01 01:18:37,+92(7)5320716782
Shannon Lawrence,2012-05-27 07:10:54,2012-05-27 07:20:08,(329)154-8297x5587
Lori Davidson,2012-05-14 15:42:28,2012-05-14 15:52:57,+40(5)2096923060
Mary Day,2012-05-23 00:28:10,2012-05-23 00:41:33,(443)818-4209
Lisa Collins,2012-05-04 23:11:07,2012-05-04 23:26:09,06444107987
Christopher Greer,2012-05-08 18:16:01,2012-05-08 18:23:32,401-754-8558
Nicholas Barnes,2012-05-15 18:00:43,2012-05-15 18:13:58,(944)907-7975
Latasha Riddle,2012-05-11 00:55:21,2012-05-11 01:12:19,(966)801-7638
Megan Tran,2012-05-19 14:14:41,2012-05-19 14:33:46,1-135-936-4384
Kristen Hogan,2012-05-31 18:57:26,2012-05-31 19:15:13,382-360-5213
Jennifer Williams,2012-05-23 15:06:01,2012-05-23 15:15:42,679-194-5020
Andrea Rollins,2012-05-14 12:31:04,2012-05-14 12:38:22,1-283-249-8267x952
Edward Green,2012-05-24 08:10:11,2012-05-24 08:17:12,1-865-488-7773
Jake Swanson,2012-05-13 10:45:58,2012-05-13 10:55:14,1-948-781-9256
Lawrence Powell,2012-05-25 11:38:42,2012-05-25 11:50:51,1-813-690-8492
Stephanie Harris,2012-05-04 21:23:12,2012-05-04 21:31:52,458-936-0981
Debra Tucker,2012-05-05 06:00:40,2012-05-05 06:02:11,649-350-6337
Brooke Kennedy,2012-05-18 06:56:49,2012-05-18 07:16:48,150.623.8715
Brian Young,2012-05-18 03:46:53,2012-05-18 04:03:08,025-402-2589
Patrick Shields,2012-05-06 14:08:19,2012-05-06 14:20:52,08377471220
Christopher Myers,2012-05-01 10:46:03,2012-05-01 10:47:29,(802)205-2481x28257
Christopher Serrano,2012-05-21 15:38:40,2012-05-21 15:50:59,473.561.1960
Troy Lewis,2012-05-15 13:21:51,2012-05-15 13:31:48,1-927-023-6171
Deborah Trevino,2012-05-09 10:16:27,2012-05-09 10:20:44,05909660754
Mia Burke,2012-05-28 20:54:20,2012-05-28 21:03:46,+29(0)3628227298
Joshua Hood,2012-05-27 05:01:43,2012-05-27 05:19:08,085.249.5944x063
Matthew Adams IV,2012-05-13 07:54:58,2012-05-13 08:01:22,1-586-825-6533
Kevin Marshall DVM,2012-05-05 20:38:09,2012-05-05 20:57:12,07681530615
Evan Gomez,2012-05-29 05:42:45,2012-05-29 05:54:13,887-902-0789x28963
Amy Pierce,2012-05-03 17:46:40,2012-05-03 17:56:38,(449)883-8731x9506
Sarah Pitts,2012-05-10 09:28:06,2012-05-10 09:43:05,(665)791-3808x290
Cynthia Moon,2012-05-10 15:06:15,2012-05-10 15:11:11,536-764-3049x584
Brandon Fisher,2012-05-21 16:58:44,2012-05-21 17:16:26,(969)881-7536x974
Tony Pace,2012-05-08 11:37:24,2012-05-08 11:43:41,05455783532
Alexandra Alexander,2012-05-31 14:00:14,2012-05-31 14:11:13,567-875-9918x5381
Clinton Howard,2012-05-27 02:04:48,2012-05-27 02:08:14,1-340-423-6229
Jerry Johnson,2012-05-07 09:05:47,2012-05-07 09:18:48,+95(9)1461265905
Joseph Martin MD,2012-05-18 06:04:51,2012-05-18 06:05:58,(605)063-2324
Franklin Johnson,2012-05-20 18:54:41,2012-05-20 18:58:22,+21(7)0438089849
Jasmine Carpenter,2012-05-21 05:25:29,2012-05-21 05:32:29,209-520-9543x618
Matthew Clark MD,2012-05-04 09:57:07,2012-05-04 09:59:48,006-069-3512x36106
Benjamin Peterson,2012-05-07 11:46:50,2012-05-07 11:58:29,1-446-955-2129
Lawrence White,2012-05-29 14:21:13,2012-05-29 14:26:32,285-660-3892x1744
Patricia Smith,2012-05-24 07:18:10,2012-05-24 07:27:24,759.530.2827x5519
Larry Torres,2012-05-08 15:08:57,2012-05-08 15:17:42,364-674-3293
Crystal Russo,2012-05-13 06:41:09,2012-05-13 06:58:09,293.038.1312x8166
Rachel Myers,2012-05-26 15:13:41,2012-05-26 15:29:59,(636)539-5936x42306
Alejandro Spears,2012-05-28 13:40:54,2012-05-28 13:48:25,1-148-905-1292
Stephen Ramsey,2012-05-27 19:37:21,2012-05-27 19:48:37,1-078-733-1367
Jason Hanson,2012-05-22 21:21:48,2012-05-22 21:25:56,(459)000-3950x166
Rachel Stewart,2012-05-13 06:03:12,2012-05-13 06:12:36,(049)616-8921x9800
Heather Andrews,2012-05-30 06:19:29,2012-05-30 06:20:23,+99(9)2822270340
Angelica Fowler,2012-05-24 23:25:49,2012-05-24 23:29:29,535-550-1310x7004
Mary Green,2012-05-22 15:23:08,2012-05-22 15:23:38,374.947.4726x8396
Jessica Dyer,2012-05-15 10:06:44,2012-05-15 10:16:20,916.730.1696x354
Kristina James,2012-05-19 15:59:36,2012-05-19 16:09:34,(464)468-9821
Crystal Dorsey,2012-05-27 17:32:15,2012-05-27 17:46:33,05137884118
Michelle Chen,2012-05-19 18:22:24,2012-05-19 18:37:57,(058)967-1498x1579
Yvonne Myers,2012-05-06 13:40:26,2012-05-06 13:45:49,07831744648
Cynthia Walls,2012-05-29 17:37:23,2012-05-29 17:55:27,01079536194
Scott Long,2012-05-22 15:50:13,2012-05-22 16:03:51,(721)147-6844
Brandon Rodriguez,2012-05-13 20:06:49,2012-05-13 20:18:43,+26(0)4978820368
Kim Chen,2012-05-27 09:15:08,2012-05-27 09:22:18,556.252.6752
Jonathan Mclean,2012-05-08 05:44:22,2012-05-08 05:48:24,+62(9)6525672600
Michael Werner,2012-05-31 00:48:13,2012-05-31 01:00:56,1-831-395-2543x5957
Sylvia Craig MD,2012-05-12 03:39:05,2012-05-12 03:57:09,432-119-9084
Jordan Wilson,2012-05-30 18:12:34,2012-05-30 18:29:12,(571)406-7606x4282
Michael Miller,2012-05-24 09:54:50,2012-05-24 10:01:18,1-672-639-3587x6869
Lisa Montgomery MD,2012-05-09 07:42:45,2012-05-09 07:50:09,(498)139-0247x39940
Lynn Brooks,2012-05-28 10:17:32,2012-05-28 10:24:42,03087576121
Joshua Barnett,2012-05-08 12:35:14,2012-05-08 12:54:06,1-591-331-9449x2498
Susan Brown,2012-05-09 04:59:45,2012-05-09 05:15:10,1-897-567-0730x8824
Jacob Barker,2012-05-22 12:55:09,2012-05-22 12:57:34,(383)358-6560x3524
Julie Valencia,2012-05-11 12:25:40,2012-05-11 12:42:01,399-601-8977x03032
Melissa Moody,2012-05-27 07:52:14,2012-05-27 08:06:47,(383)226-4210x415
Eric Martinez III,2012-05-25 15:33:19,2012-05-25 15:42:55,647-287-0519
Andre Johnson,2012-05-22 07:44:48,2012-05-22 07:57:58,735.379.8734x2712
Christine Bishop,2012-05-03 02:04:18,2012-05-03 02:11:05,293.487.7963x367
Larry Morales,2012-05-21 10:57:48,2012-05-21 11:09:34,379-188-1817
Alexa Simmons,2012-05-23 17:07:59,2012-05-23 17:10:39,345.504.6972x088
Linda Hernandez,2012-05-04 21:54:41,2012-05-04 22:09:58,1-537-802-9929x294
Kevin Smith,2012-05-14 17:47:24,2012-05-14 17:58:41,+00(3)9830586381
Stephanie Little,2012-05-26 12:48:21,2012-05-26 13:05:27,02448238747
Jake Watkins,2012-05-17 17:54:11,2012-05-17 17:57:24,1-805-567-7671
Gary King,2012-05-21 18:55:36,2012-05-21 19:08:52,1-109-619-3290x13250
Debra Melendez,2012-05-10 07:17:21,2012-05-10 07:24:13,235.834.3455x6499
Thomas Orr,2012-05-19 05:06:23,2012-05-19 05:22:10,549.882.9346x93392
Dr. Lori Goodwin,2012-05-28 07:06:21,2012-05-28 07:09:59,226.787.1411x086
Kathleen Martinez,2012-05-27 21:46:51,2012-05-27 22:03:30,209.498.4176x51340
Christian Lynch,2012-05-24 05:35:15,2012-05-24 05:38:57,(736)422-9283
Mario Young,2012-05-12 22:54:02,2012-05-12 23:05:21,1-659-721-9672x06454
Sarah Pruitt,2012-05-16 05:15:47,2012-05-16 05:18:25,04673791894
Autumn Guerra,2012-05-18 19:46:49,2012-05-18 19:52:44,04190738076
John Hayes,2012-05-10 05:48:35,2012-05-10 05:54:20,382-413-2046x59582
Bailey Miles DDS,2012-05-19 02:56:39,2012-05-19 03:05:05,216-655-7354x30694
Courtney Collins,2012-05-22 17:31:31,2012-05-22 17:50:47,1-169-529-3106x35856
Mary Ford,2012-05-09 14:11:55,2012-05-09 14:30:00,287.899.8139
Laura Olson,2012-05-02 04:22:33,2012-05-02 04:33:03,777.734.1448x38588
Robert Vega,2012-05-11 22:28:25,2012-05-11 22:32:06,269-568-1503x9665
Paige Yu,2012-05-15 08:51:30,2012-05-15 09:08:50,1-773-221-6944
Dennis King,2012-05-22 12:23:08,2012-05-22 12:38:36,00876204679
Laura Jackson,2012-05-09 22:12:26,2012-05-09 22:25:20,892.421.2489
William Cook,2012-05-02 01:18:50,2012-05-02 01:36:52,302.196.9516
Christopher Ingram,2012-05-31 04:40:49,2012-05-31 04:53:50,(458)269-3755
Calvin Reyes,2012-05-22 19:11:49,2012-05-22 19:21:23,856-412-1662x339
Michelle Schaefer,2012-05-11 23:02:07,2012-05-11 23:06:19,1-337-733-2542x396
Christopher Mcbride,2012-05-02 19:16:06,2012-05-02 19:23:28,073-157-6226x70456
David Rodriguez,2012-05-12 07:01:53,2012-05-12 07:07:24,08144662249
Allen Buchanan,2012-05-14 05:33:48,2012-05-14 05:50:51,(283)922-6525
Roy Bautista,2012-05-22 04:04:54,2012-05-22 04:22:13,1-256-711-0425
Leah Freeman,2012-05-10 10:42:34,2012-05-10 10:58:34,(782)221-0333
Logan Calhoun,2012-05-19 13:49:37,2012-05-19 13:58:20,(138)084-3241
David Green,2012-05-03 02:16:36,2012-05-03 02:20:18,(759)412-6783
Timothy Campbell,2012-05-21 04:06:41,2012-05-21 04:10:52,(017)115-3749x97473
Dana Espinoza,2012-05-06 15:08:34,2012-05-06 15:14:10,(437)003-2428x778
Lauren Montgomery,2012-05-31 06:21:10,2012-05-31 06:32:58,1-072-410-4578x8905
David Cantrell,2012-05-11 10:54:58,2012-05-11 11:11:19,567.444.9115
Willie Fletcher,2012-05-03 11:21:06,2012-05-03 11:26:53,689.935.9744x360
Greg Hughes,2012-05-17 00:26:34,2012-05-17 00:37:51,454-344-7674x947
Timothy Smith,2012-05-04 07:54:14,2012-05-04 08:02:33,1-276-185-5988x36482
David Gomez,2012-05-25 12:44:11,2012-05-25 12:54:36,+37(8)7871255454
Gary Rodriguez,2012-05-18 02:40:48,2012-05-18 02:50:46,(214)028-1351x1074
David Valdez,2012-05-22 13:17:22,2012-05-22 13:33:09,(032)133-2357x15112
Douglas Zuniga,2012-05-20 10:28:42,2012-05-20 10:36:03,465-301-7006x04877
Susan Williams,2012-05-15 06:42:45,2012-05-15 06:52:06,174-768-9408
Cynthia Hansen,2012-05-11 04:18:34,2012-05-11 04:28:54,1-538-072-2451x2447
Joshua Chang,2012-05-12 22:06:04,2012-05-12 22:18:02,772-225-1296
Mrs. Allison Bright,2012-05-06 15:43:04,2012-05-06 15:53:25,+73(3)7922789158
Yolanda Smith,2012-05-02 18:25:59,2012-05-02 18:30:06,(493)212-2309
Tara Hill,2012-05-26 05:49:49,2012-05-26 05:54:26,838-655-5710
Zoe Cannon,2012-05-08 20:00:08,2012-05-08 20:02:08,03522666059
Steven Stevens,2012-05-13 20:08:31,2012-05-13 20:21:04,(203)031-4584
Michelle Sanchez,2012-05-11 05:37:04,2012-05-11 05:47:52,1-033-649-5527x449
Barbara Knight,2012-05-08 06:01:22,2012-05-08 06:16:23,709-840-8858
Tommy Gentry,2012-05-08 13:40:28,2012-05-08 13:41:24,004-492-4073x33630
Jason Serrano,2012-05-09 22:12:16,2012-05-09 22:17:19,03814628156
Joshua Schwartz,2012-05-26 09:51:01,2012-05-26 10:03:34,138.012.2970
Frank Baker,2012-05-07 07:55:18,2012-05-07 08:02:57,1-724-289-3653
Melissa Anderson,2012-05-20 13:01:26,2012-05-20 13:07:12,(631)105-2764x5477
Connor Williams MD,2012-05-04 13:51:00,2012-05-04 14:00:35,584.407.5408x9274
Jennifer Todd,2012-05-09 04:39:43,2012-05-09 04:45:29,(439)323-0423
Travis Fernandez,2012-05-23 16:10:42,2012-05-23 16:19:39,(141)309-6932
Donald Ingram,2012-05-23 05:19:57,2012-05-23 05:35:41,+94(1)3510149068
Audrey Miller,2012-05-19 20:04:46,2012-05-19 20:07:17,786-085-3370x83037
Linda Wade,2012-05-04 21:32:54,2012-05-04 21:50:17,+41(2)0839700343
Curtis Schneider,2012-05-26 14:57:57,2012-05-26 15:06:35,+24(0)9908948962
Rebecca Oliver,2012-05-24 11:07:04,2012-05-24 11:21:43,00329572193
Shelley Bryant,2012-05-11 08:11:11,2012-05-11 08:16:57,(391)233-8981x65972
Susan Scott,2012-05-23 12:36:22,2012-05-23 12:38:31,1-995-804-9272
Ashley Bolton,2012-05-21 01:47:31,2012-05-21 02:03:07,008.909.3935x9600
Daniel Cooper,2012-05-16 15:18:35,2012-05-16 15:27:39,841.561.9042x099
Cynthia Davis,2012-05-03 11:14:26,2012-05-03 11:22:48,04209527459
Paul Curtis,2012-05-18 14:04:28,2012-05-18 14:22:45,07675634193
Taylor Roberts,2012-05-23 00:17:10,2012-05-23 00:17:20,+22(7)9506830683
Joseph Wiggins,2012-05-20 07:17:14,2012-05-20 07:32:44,008.965.5829x1707
Nathan Roberts,2012-05-18 07:16:26,2012-05-18 07:23:54,923.626.1743
David Wood,2012-05-21 10:04:58,2012-05-21 10:19:38,(673)941-6603x853
Walter Mcpherson,2012-05-30 23:03:58,2012-05-30 23:06:17,1-741-413-0358
Megan Chang,2012-05-17 16:19:57,2012-05-17 16:36:14,03492556445
Aaron Marquez,2012-05-17 12:36:53,2012-05-17 12:48:25,174.020.1768
Micheal Palmer,2012-05-09 01:08:27,2012-05-09 01:19:52,466.009.7721
Corey Bradley,2012-05-27 00:45:11,2012-05-27 00:55:18,1-138-832-9408
Charles Kelley,2012-05-08 13:57:53,2012-05-08 14:13:24,704-145-1117
James Vaughn,2012-05-15 04:57:48,2012-05-15 05:13:55,654.180.5796x9833
Nancy Herrera,2012-05-12 19:44:08,2012-05-12 19:54:57,481.031.0563x819
Samuel Hernandez,2012-05-18 18:54:41,2012-05-18 19:09:58,(453)372-1183x794
Lacey Frazier,2012-05-20 19:25:48,2012-05-20 19:29:41,1-029-242-7975x673
Anthony Mercer,2012-05-28 08:32:34,2012-05-28 08:44:32,1-286-300-1279x792
Angela Oliver,2012-05-22 15:08:29,2012-05-22 15:12:27,086-572-2472
Jessica Thompson,2012-05-05 05:24:07,2012-05-05 05:30:24,510-370-9187
Carlos Williams,2012-05-24 05:37:32,2012-05-24 05:42:24,918.434.9640
Ashley Melton,2012-05-31 23:34:18,2012-05-31 23:34:44,(903)031-3019x720
Kevin Little,2012-05-04 00:13:06,2012-05-04 00:31:10,1-013-089-2407x934
Brandon Brown,2012-05-22 07:39:24,2012-05-22 07:50:34,505.916.4350
Michael Hamilton,2012-05-20 14:34:53,2012-05-20 14:38:35,1-410-993-6084x3822
Kelly Dalton,2012-05-01 22:12:14,2012-05-01 22:19:53,(662)369-7124x4881
Larry Lee,2012-05-05 09:58:32,2012-05-05 10:12:29,560.609.5783x697
Robert Mccann,2012-05-27 08:34:51,2012-05-27 08:47:37,852.915.3890
Megan Barron,2012-05-05 03:47:33,2012-05-05 03:57:18,1-976-695-2244x059
Brooke Green,2012-05-17 02:55:22,2012-05-17 02:55:50,(524)454-2550x59273
Margaret Bauer,2012-05-19 18:20:32,2012-05-19 18:28:00,632.531.5105x5445
Kristy Johnson,2012-05-09 11:34:39,2012-05-09 11:53:23,+18(9)6852945693
Aaron Brown,2012-05-21 05:40:08,2012-05-21 05:46:40,(504)006-6708
Heather Griffin,2012-05-01 13:18:50,2012-05-01 13:33:07,845.524.8091x83283
Matthew Nichols,2012-05-02 14:03:17,2012-05-02 14:17:56,138.910.3356x956
Jamie Jones,2012-05-08 05:35:33,2012-05-08 05:45:31,1-426-449-6606x33057
Randall Torres,2012-05-18 23:22:42,2012-05-18 23:24:35,035-202-2974x90054
Terry Smith,2012-05-06 02:19:20,2012-05-06 02:32:23,(490)311-9489x055
Mr. Jose Norman,2012-05-30 19:49:14,2012-05-30 20:03:58,(745)442-3544x2320
Christopher Tucker,2012-05-01 13:26:44,2012-05-01 13:34:43,1-127-999-5432
Samuel Rivera,2012-05-20 04:19:17,2012-05-20 04:26:53,134.673.0975x07314
Ivan George,2012-05-13 19:41:14,2012-05-13 19:56:20,1-239-704-5939x04117
Bill Moore,2012-05-22 11:06:48,2012-05-22 11:13:41,(398)560-6151x35972
Cody Ward,2012-05-16 09:48:33,2012-05-16 10:08:21,(336)930-2499x54254
Lisa Moreno,2012-05-13 00:10:10,2012-05-13 00:19:09,(338)792-6270x202
Brandon Allen,2012-05-14 05:04:37,2012-05-14 05:23:48,723-678-2258x742
Donald Foster,2012-05-08 14:32:22,2012-05-08 14:34:18,1-793-534-1299x478
Jennifer Knapp,2012-05-20 08:34:15,2012-05-20 08:44:28,435.292.6481
Danielle Davidson,2012-05-28 03:14:45,2012-05-28 03:34:26,1-321-883-3293x398
Anthony Baker,2012-05-22 02:11:50,2012-05-22 02:20:28,782.424.1169x24318
Ann George,2012-05-03 15:50:37,2012-05-03 16:03:36,523-873-7103x41356
Hunter Davis,2012-05-12 17:28:55,2012-05-12 17:34:18,1-954-697-0150x369
Jessica Davidson,2012-05-15 10:08:13,2012-05-15 10:10:32,(322)463-5886
Tonya Hodges,2012-05-15 10:05:53,2012-05-15 10:11:46,+25(8)0724145801
Lori Rice,2012-05-10 23:14:21,2012-05-10 23:27:23,01700528500
Brenda Payne,2012-05-29 12:28:22,2012-05-29 12:36:43,1-739-896-8466x44712
Micheal Jennings,2012-05-16 23:01:14,2012-05-16 23:04:11,063.250.7418
Amy Zhang,2012-05-05 14:26:42,2012-05-05 14:32:15,1-836-472-5014x24958
Gary Duke,2012-05-21 17:04:56,2012-05-21 17:09:35,606.379.8237x58685
Patrick Moreno,2012-05-21 04:30:42,2012-05-21 04:41:05,(065)344-9087
Amy Austin,2012-05-06 15:10:24,2012-05-06 15:24:25,+58(1)5048498963
Amy Taylor,2012-05-29 03:43:02,2012-05-29 03:53:30,370-141-8577x222
Jeff Meadows,2012-05-05 14:34:29,2012-05-05 14:35:21,756.321.5193
Scott Jensen,2012-05-16 09:02:37,2012-05-16 09:04:06,(107)725-4826
Tara Jefferson,2012-05-21 11:41:04,2012-05-21 11:53:44,342-771-9647
Shane Maxwell,2012-05-20 19:09:56,2012-05-20 19:27:57,747.096.0054
Erin Johnson,2012-05-09 22:20:11,2012-05-09 22:24:07,446.270.2485
Sharon Jackson,2012-05-31 06:00:12,2012-05-31 06:11:04,1-821-888-6820x65190
Kyle Scott,2012-05-06 07:11:53,2012-05-06 07:27:50,1-735-809-0684
Christian Sharp,2012-05-07 02:47:44,2012-05-07 03:06:44,07649488700
Christopher Frost,2012-05-20 08:14:03,2012-05-20 08:15:04,05125555727
Joe Palmer,2012-05-12 07:49:08,2012-05-12 08:01:47,+08(8)8794159160
Jessica Miller,2012-05-25 13:48:15,2012-05-25 14:07:41,+35(6)4127301532
Kevin Davis,2012-05-24 08:34:38,2012-05-24 08:41:01,579-485-5617x575
Henry Spencer,2012-05-24 09:58:31,2012-05-24 10:07:34,(645)133-7653
Kevin Fuentes,2012-05-24 11:30:41,2012-05-24 11:47:54,766.934.7129
Isabella Gray,2012-05-04 12:47:33,2012-05-04 13:00:40,04894349222
Jennifer Hill,2012-05-02 06:20:14,2012-05-02 06:39:31,(048)144-1146x8781
Kyle Foster,2012-05-20 02:47:34,2012-05-20 03:05:16,07032134879
Tina Ingram,2012-05-10 05:40:58,2012-05-10 05:54:43,1-714-039-1624x309
Ryan Smith,2012-05-05 08:48:03,2012-05-05 09:01:14,(533)632-0173
Nicole Hudson,2012-05-27 13:35:25,2012-05-27 13:52:53,+82(6)4949719873
Amber Flynn,2012-05-08 21:05:12,2012-05-08 21:24:25,+55(5)4273205089
Patrick Adams,2012-05-27 12:41:08,2012-05-27 13:00:46,808-402-9738x507
Stephanie Walsh,2012-05-25 06:40:26,2012-05-25 06:53:50,(484)812-9653x380
Miss Sarah Sweeney DDS,2012-05-18 16:47:07,2012-05-18 16:54:06,+75(4)6229692248
Jennifer Miller,2012-05-26 14:30:40,2012-05-26 14:49:44,05880659795
William Ross,2012-05-14 18:23:32,2012-05-14 18:25:45,1-239-864-6292x970
Charles Meadows,2012-05-14 17:11:32,2012-05-14 17:17:39,(685)148-9009x108
Wanda Peterson,2012-05-03 00:01:24,2012-05-03 00:16:26,(468)220-0417x8784
Jennifer Brown,2012-05-05 11:07:14,2012-05-05 11:20:37,(252)131-6844x616
Karen Berger,2012-05-01 18:25:53,2012-05-01 18:33:29,+42(4)2642420433
Samuel Tate,2012-05-06 10:18:34,2012-05-06 10:27:05,931-592-3788x06276
Christopher Lee,2012-05-17 23:11:27,2012-05-17 23:19:54,1-585-721-2999
Heather Hicks,2012-05-21 22:51:13,2012-05-21 23:05:40,088.607.1702x273
Bonnie Reynolds,2012-05-13 19:49:17,2012-05-13 19:51:04,+35(9)5913181787
Mark Barber,2012-05-30 05:02:48,2012-05-30 05:09:22,(259)129-6660
Ryan Miller,2012-05-02 05:57:57,2012-05-02 06:11:10,496-666-0600
Crystal Parker,2012-05-15 10:36:10,2012-05-15 10:49:15,(266)630-7042
Darren Sullivan,2012-05-17 11:48:32,2012-05-17 12:06:30,01120908264
Stephanie Miller,2012-05-07 18:38:18,2012-05-07 18:39:51,+56(1)2232448819
Jesse Mcdonald,2012-05-15 12:39:55,2012-05-15 12:42:58,+37(4)0970309416
Michelle Levine DDS,2012-05-05 07:07:08,2012-05-05 07:15:55,+95(3)1319854548
Brett Gibson,2012-05-13 08:36:32,2012-05-13 08:37:04,+57(3)5901308113
Renee Henry,2012-05-03 23:58:35,2012-05-04 00:10:31,(638)368-5612x130
Daniel Jackson,2012-05-17 04:57:06,2012-05-17 05:02:15,342-959-0804
Autumn Alvarado,2012-05-03 06:02:53,2012-05-03 06:20:11,(638)094-6565x0240
Laura Lara,2012-05-06 16:42:17,2012-05-06 16:45:36,1-970-523-4723x51808
Melissa Quinn,2012-05-20 10:16:25,2012-05-20 10:34:50,892.015.0096
Brian Johnson,2012-05-05 09:33:27,2012-05-05 09:37:59,225-328-8555x9476
Dakota Odom,2012-05-02 14:42:14,2012-05-02 14:49:05,467.984.4483
Victoria Cummings,2012-05-10 08:52:15,2012-05-10 08:57:19,03777453659
Lisa Rodriguez DDS,2012-05-20 18:20:13,2012-05-20 18:32:19,+22(8)8599878836
Michael Conley,2012-05-10 21:34:52,2012-05-10 21:38:53,761.629.8020
Theresa Bruce,2012-05-13 22:58:05,2012-05-13 22:59:14,07562540166
Phillip Williams,2012-05-29 05:06:01,2012-05-29 05:09:35,949.565.4533
Paul Cruz,2012-05-15 15:26:22,2012-05-15 15:34:55,827-199-0782
Raymond Rodriguez,2012-05-24 12:35:11,2012-05-24 12:38:46,976.125.4928x77213
Jonathan Haley,2012-05-21 13:50:31,2012-05-21 13:56:29,426.169.1536
Victor Moreno,2012-05-08 01:40:02,2012-05-08 01:55:40,1-794-316-1381
Brian Everett,2012-05-04 07:05:47,2012-05-04 07:09:05,767.996.2097x92249
Richard West,2012-05-22 09:29:32,2012-05-22 09:36:05,03986662846
